5000;660
5000;660
5000;660
5000;660
5000;660
5000;660
5000;665
5000;660
5000;660
5000;655
4990;660
4990;655
4990;660
4990;660
4990;660
4990;665
4990;665
4990;660
4990;660
4990;655
4980;665
4980;660
4980;660
4980;655
4980;660
4980;665
4980;660
4980;660
4980;665
4980;655
4970;660
4970;665
4970;660
4970;650
4970;655
4970;660
4970;660
4970;660
4970;665
4970;650
4960;645
4960;660
4960;665
4960;650
4960;655
4960;650
4960;660
4960;650
4960;660
4960;660
4950;660
4950;660
4950;660
4950;655
4950;630
4950;660
4950;660
4950;655
4950;665
4950;660
4940;660
4940;660
4940;655
4940;655
4940;655
4940;655
4940;660
4940;665
4940;665
4940;655
4930;665
4930;655
4930;655
4930;655
4930;660
4930;665
4930;650
4930;660
4930;650
4930;660
4920;655
4920;655
4920;665
4920;660
4920;685
4920;670
4920;675
4920;675
4920;670
4920;675
4910;680
4910;675
4910;675
4910;680
4910;675
4910;680
4910;675
4910;675
4910;675
4910;670
4900;675
4900;675
4900;675
4900;670
4900;670
4900;680
4900;670
4900;680
4900;675
4900;680
4890;675
4890;675
4890;675
4890;680
4890;670
4890;675
4890;675
4890;675
4890;675
4890;675
4880;670
4880;675
4880;675
4880;675
4880;675
4880;655
4880;675
4880;670
4880;675
4880;680
4870;660
4870;675
4870;675
4870;675
4870;675
4870;675
4870;670
4870;675
4870;675
4870;675
4860;675
4860;675
4860;675
4860;675
4860;675
4860;670
4860;675
4860;680
4860;675
4860;670
4850;675
4850;680
4850;675
4850;675
4850;670
4850;680
4850;675
4850;670
4850;680
4850;670
4840;675
4840;680
4840;675
4840;675
4840;675
4840;675
4840;675
4840;680
4840;670
4840;665
4830;670
4830;670
4830;675
4830;675
4830;675
4830;670
4830;675
4830;680
4830;675
4830;675
4820;675
4820;670
4820;675
4820;675
4820;675
4820;675
4820;675
4820;680
4820;680
4820;675
4810;675
4810;670
4810;675
4810;675
4810;665
4810;680
4810;670
4810;675
4810;675
4810;675
4800;680
4800;680
4800;670
4800;680
4800;675
4800;675
4800;665
4800;655
4800;670
4800;675
4790;670
4790;675
4790;675
4790;675
4790;675
4790;680
4790;675
4790;675
4790;670
4790;675
4780;670
4780;680
4780;670
4780;680
4780;670
4780;675
4780;675
4780;675
4780;680
4780;675
4770;670
4770;675
4770;670
4770;680
4770;675
4770;675
4770;675
4770;680
4770;675
4770;675
4760;680
4760;675
4760;680
4760;670
4760;675
4760;645
4760;675
4760;675
4760;675
4760;675
4750;670
4750;680
4750;675
4750;680
4750;675
4750;675
4750;680
4750;675
4750;675
4750;675
4740;680
4740;675
4740;675
4740;680
4740;670
4740;675
4740;675
4740;675
4740;675
4740;680
4730;680
4730;675
4730;675
4730;680
4730;680
4730;680
4730;670
4730;675
